Year,Province,Location,New Housing Price Index,Avg_Value,Number_of_Study_Permits_Issued,Study_Permit_To_Value_Impact_Metric,Total_Workers_Count,Number_of_Class_Titles,Most_Common_Class_Title,Workers_To_Housing_Impact_Ratio,Combined_Impact_Ratio,Avg_Total_CPI,Avg_Total_CPI_Seasonally_Adjusted,Avg_STATIC_TOTALCPICHANGE,Avg_CPI_TRIM,Avg_CPI_MEDIAN
2016,Ontario,"Toronto, Ontario",Land only,96.83,103720.0,1071.16,25565.0,475.0,0011 - Legislators,264.02,667.59,128.37,128.38,1.44,1.82,1.99
2018,Manitoba,"Winnipeg, Manitoba",House only,104.67,117625.0,1123.77,8325.0,409.0,0012 - Senior government managers and officials,79.54,601.66,133.38,133.36,2.27,1.94,1.88
2022,Ontario,"St. Catharines-Niagara, Ontario",House only,131.67,168235.0,1277.7,29435.0,475.0,0011 - Legislators,223.55,750.63,151.24,151.24,6.8,5.25,4.84
2015,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,0.0,96265.0,,13220.0,482.0,0011 - Legislators,,,126.57,126.56,1.13,1.63,1.77
2016,Ontario,Ontario,Total (house and land),96.75,103720.0,1072.04,25565.0,475.0,0011 - Legislators,264.24,668.14,128.37,128.38,1.44,1.82,1.99
2019,Quebec,Quebec,Land only,102.33,126555.0,1236.73,22435.0,482.0,0011 - Legislators,219.24,727.99,135.98,135.97,1.94,2.05,2.01
2019,Ontario,"Greater Sudbury, Ontario",Total (house and land),100.92,126555.0,1254.01,29875.0,475.0,0011 - Legislators,296.03,775.02,135.98,135.97,1.94,2.05,2.01
2022,Newfoundland and Labrador,Newfoundland and Labrador,Land only,102.0,168235.0,1649.36,3240.0,310.0,0012 - Senior government managers and officials,31.76,840.56,151.24,151.24,6.8,5.25,4.84
2023,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,135.83,181960.0,1339.62,29680.0,475.0,0011 - Legislators,218.51,779.06,157.11,157.11,3.89,3.89,4.02
2015,Saskatchewan,Saskatchewan,Total (house and land),101.5,96265.0,948.42,4945.0,386.0,0012 - Senior government managers and officials,48.72,498.57,126.57,126.56,1.13,1.63,1.77
2016,British Columbia,"Victoria, British Columbia",Total (house and land),97.33,103720.0,1065.65,10115.0,470.0,0011 - Legislators,103.92,584.79,128.37,128.38,1.44,1.82,1.99
2018,,Canada,Total (house and land),103.0,117625.0,1141.99,,,,,,133.38,133.36,2.27,1.94,1.88
2021,New Brunswick,New Brunswick,House only,111.08,152280.0,1370.9,4175.0,369.0,"0013 - Senior managers - financial, communications and other business services",37.59,704.25,141.61,141.61,3.4,2.91,2.65
2023,Quebec,"Montréal, Quebec",Land only,125.75,181960.0,1447.0,13935.0,482.0,0011 - Legislators,110.82,778.91,157.11,157.11,3.89,3.89,4.02
2015,Alberta,Prairie Region,Land only,98.58,96265.0,976.52,8370.0,436.0,0011 - Legislators,84.91,530.72,126.57,126.56,1.13,1.63,1.77
2017,,Canada,Total (house and land),101.75,108870.0,1069.98,,,,,,130.42,130.43,1.6,1.44,1.63
2017,Quebec,"Québec, Quebec",Total (house and land),100.0,108870.0,1088.7,15475.0,482.0,0011 - Legislators,154.75,621.73,130.42,130.43,1.6,1.44,1.63
2019,Quebec,"Sherbrooke, Quebec",House only,101.67,126555.0,1244.76,22435.0,482.0,0011 - Legislators,220.66,732.71,135.98,135.97,1.94,2.05,2.01
2021,British Columbia,"Vancouver, British Columbia",Land only,116.25,152280.0,1309.94,9615.0,470.0,0011 - Legislators,82.71,696.33,141.61,141.61,3.4,2.91,2.65
2022,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,102.0,168235.0,1649.36,5690.0,369.0,"0013 - Senior managers - financial, communications and other business services",55.78,852.57,151.24,151.24,6.8,5.25,4.84
2022,Ontario,"Toronto, Ontario",Total (house and land),114.83,168235.0,1465.08,29435.0,475.0,0011 - Legislators,256.34,860.71,151.24,151.24,6.8,5.25,4.84
2019,Nova Scotia,Nova Scotia,Land only,100.0,126555.0,1265.55,4485.0,391.0,0012 - Senior government managers and officials,44.85,655.2,135.98,135.97,1.94,2.05,2.01
2019,Ontario,"Oshawa, Ontario",Total (house and land),103.0,126555.0,1228.69,29875.0,475.0,0011 - Legislators,290.05,759.37,135.98,135.97,1.94,2.05,2.01
2019,Ontario,"Toronto, Ontario",Land only,108.0,126555.0,1171.81,29875.0,475.0,0011 - Legislators,276.62,724.21,135.98,135.97,1.94,2.05,2.01
2020,Ontario,"Greater Sudbury, Ontario",Land only,102.75,105815.0,1029.83,17775.0,475.0,0011 - Legislators,172.99,601.41,136.96,136.95,0.73,1.77,1.88
2022,New Brunswick,New Brunswick,Land only,102.0,168235.0,1649.36,5690.0,369.0,"0013 - Senior managers - financial, communications and other business services",55.78,852.57,151.24,151.24,6.8,5.25,4.84
2015,Ontario,"Hamilton, Ontario",House only,94.0,96265.0,1024.1,23515.0,475.0,0011 - Legislators,250.16,637.13,126.57,126.56,1.13,1.63,1.77
2015,Alberta,"Edmonton, Alberta",House only,100.25,96265.0,960.25,8370.0,436.0,0011 - Legislators,83.49,521.87,126.57,126.56,1.13,1.63,1.77
2017,Quebec,"Trois-Rivières, Quebec",Land only,100.0,108870.0,1088.7,15475.0,482.0,0011 - Legislators,154.75,621.73,130.42,130.43,1.6,1.44,1.63
2017,British Columbia,"Vancouver, British Columbia",Land only,103.0,108870.0,1056.99,10470.0,470.0,0011 - Legislators,101.65,579.32,130.42,130.43,1.6,1.44,1.63
2023,Alberta,"Calgary, Alberta",House only,134.58,181960.0,1352.06,6605.0,436.0,0011 - Legislators,49.08,700.57,157.11,157.11,3.89,3.89,4.02
2018,Manitoba,Manitoba,Total (house and land),103.5,117625.0,1136.47,8325.0,409.0,0012 - Senior government managers and officials,80.43,608.45,133.38,133.36,2.27,1.94,1.88
2020,British Columbia,"Vancouver, British Columbia",Total (house and land),108.25,105815.0,977.51,7240.0,470.0,0011 - Legislators,66.88,522.19,136.96,136.95,0.73,1.77,1.88
2021,Saskatchewan,"Regina, Saskatchewan",Total (house and land),95.83,152280.0,1589.06,6115.0,386.0,0012 - Senior government managers and officials,63.81,826.44,141.61,141.61,3.4,2.91,2.65
2022,Ontario,"Hamilton, Ontario",Land only,104.67,168235.0,1607.29,29435.0,475.0,0011 - Legislators,281.22,944.26,151.24,151.24,6.8,5.25,4.84
2018,Ontario,"Toronto, Ontario",Land only,107.58,117625.0,1093.37,27435.0,475.0,0011 - Legislators,255.02,674.19,133.38,133.36,2.27,1.94,1.88
2020,Manitoba,Manitoba,Land only,102.83,105815.0,1029.03,7230.0,409.0,0012 - Senior government managers and officials,70.31,549.67,136.96,136.95,0.73,1.77,1.88
2021,Nova Scotia,"Halifax, Nova Scotia",Total (house and land),115.58,152280.0,1317.53,7055.0,391.0,0012 - Senior government managers and officials,61.04,689.29,141.61,141.61,3.4,2.91,2.65
2023,Ontario,"Hamilton, Ontario",House only,120.17,181960.0,1514.19,29680.0,475.0,0011 - Legislators,246.98,880.59,157.11,157.11,3.89,3.89,4.02
2015,Saskatchewan,"Regina, Saskatchewan",Total (house and land),100.25,96265.0,960.25,4945.0,386.0,0012 - Senior government managers and officials,49.33,504.79,126.57,126.56,1.13,1.63,1.77
2018,Prince Edward Island,"Charlottetown, Prince Edward Island",House only,99.92,117625.0,1177.19,1080.0,250.0,0011 - Legislators,10.81,594.0,133.38,133.36,2.27,1.94,1.88
2018,Ontario,"Windsor, Ontario",Total (house and land),103.83,117625.0,1132.86,27435.0,475.0,0011 - Legislators,264.23,698.55,133.38,133.36,2.27,1.94,1.88
2018,Saskatchewan,Saskatchewan,Total (house and land),97.92,117625.0,1201.24,4790.0,386.0,0012 - Senior government managers and officials,48.92,625.08,133.38,133.36,2.27,1.94,1.88
2020,Ontario,"Toronto, Ontario",Land only,108.75,105815.0,973.01,17775.0,475.0,0011 - Legislators,163.45,568.23,136.96,136.95,0.73,1.77,1.88
2015,British Columbia,British Columbia,Total (house and land),94.08,96265.0,1023.22,7465.0,470.0,0011 - Legislators,79.35,551.29,126.57,126.56,1.13,1.63,1.77
2019,Ontario,"Greater Sudbury, Ontario",House only,100.83,126555.0,1255.13,29875.0,475.0,0011 - Legislators,296.29,775.71,135.98,135.97,1.94,2.05,2.01
2015,Newfoundland and Labrador,Newfoundland and Labrador,Land only,98.67,96265.0,975.63,930.0,310.0,0012 - Senior government managers and officials,9.43,492.53,126.57,126.56,1.13,1.63,1.77
2019,Quebec,Quebec,Total (house and land),105.0,126555.0,1205.29,22435.0,482.0,0011 - Legislators,213.67,709.48,135.98,135.97,1.94,2.05,2.01
2022,,Canada,Land only,116.25,168235.0,1447.18,,,,,,151.24,151.24,6.8,5.25,4.84
2022,Quebec,"Québec, Quebec",Land only,107.25,168235.0,1568.62,17755.0,482.0,0011 - Legislators,165.55,867.08,151.24,151.24,6.8,5.25,4.84
2015,British Columbia,"Vancouver, British Columbia",House only,91.83,96265.0,1048.3,7465.0,470.0,0011 - Legislators,81.29,564.8,126.57,126.56,1.13,1.63,1.77
2016,Nova Scotia,Atlantic Region,Total (house and land),99.25,103720.0,1045.04,2955.0,391.0,0012 - Senior government managers and officials,29.77,537.41,128.37,128.38,1.44,1.82,1.99
2017,Ontario,"Windsor, Ontario",Land only,102.58,108870.0,1061.32,26770.0,475.0,0011 - Legislators,260.97,661.15,130.42,130.43,1.6,1.44,1.63
2017,Manitoba,"Winnipeg, Manitoba",House only,102.33,108870.0,1063.91,6825.0,409.0,0012 - Senior government managers and officials,66.7,565.31,130.42,130.43,1.6,1.44,1.63
2018,Prince Edward Island,Prince Edward Island,Total (house and land),100.0,117625.0,1176.25,1080.0,250.0,0011 - Legislators,10.8,593.53,133.38,133.36,2.27,1.94,1.88
2018,Ontario,Ontario,House only,103.08,117625.0,1141.1,27435.0,475.0,0011 - Legislators,266.15,703.63,133.38,133.36,2.27,1.94,1.88
2019,Prince Edward Island,Prince Edward Island,Land only,100.0,126555.0,1265.55,1490.0,250.0,0011 - Legislators,14.9,640.23,135.98,135.97,1.94,2.05,2.01
2020,Ontario,"Oshawa, Ontario",Land only,106.33,105815.0,995.16,17775.0,475.0,0011 - Legislators,167.17,581.17,136.96,136.95,0.73,1.77,1.88
2022,Nova Scotia,Atlantic Region,Land only,102.0,168235.0,1649.36,8140.0,391.0,0012 - Senior government managers and officials,79.8,864.58,151.24,151.24,6.8,5.25,4.84
2017,Alberta,"Edmonton, Alberta",Land only,99.42,108870.0,1095.05,5980.0,436.0,0011 - Legislators,60.15,577.6,130.42,130.43,1.6,1.44,1.63
2017,British Columbia,"Victoria, British Columbia",Land only,100.0,108870.0,1088.7,10470.0,470.0,0011 - Legislators,104.7,596.7,130.42,130.43,1.6,1.44,1.63
2021,Newfoundland and Labrador,Newfoundland and Labrador,Total (house and land),101.67,152280.0,1497.79,1535.0,310.0,0012 - Senior government managers and officials,15.1,756.44,141.61,141.61,3.4,2.91,2.65
2021,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",House only,131.5,152280.0,1158.02,22675.0,475.0,0011 - Legislators,172.43,665.23,141.61,141.61,3.4,2.91,2.65
2021,Ontario,"Greater Sudbury, Ontario",Total (house and land),116.58,152280.0,1306.23,22675.0,475.0,0011 - Legislators,194.5,750.37,141.61,141.61,3.4,2.91,2.65
2023,Ontario,Ontario,House only,128.67,181960.0,1414.16,29680.0,475.0,0011 - Legislators,230.67,822.42,157.11,157.11,3.89,3.89,4.02
2023,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),170.25,181960.0,1068.78,29680.0,475.0,0011 - Legislators,174.33,621.56,157.11,157.11,3.89,3.89,4.02
2023,Saskatchewan,"Regina, Saskatchewan",House only,101.83,181960.0,1786.9,7140.0,386.0,0012 - Senior government managers and officials,70.12,928.51,157.11,157.11,3.89,3.89,4.02
2016,Alberta,Alberta,House only,100.08,103720.0,1036.37,7035.0,436.0,0011 - Legislators,70.29,553.33,128.37,128.38,1.44,1.82,1.99
2020,Saskatchewan,Saskatchewan,Land only,99.5,105815.0,1063.47,4500.0,386.0,0012 - Senior government managers and officials,45.23,554.35,136.96,136.95,0.73,1.77,1.88
2021,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),139.08,152280.0,1094.91,22675.0,475.0,0011 - Legislators,163.04,628.98,141.61,141.61,3.4,2.91,2.65
2021,Manitoba,"Winnipeg, Manitoba",Land only,106.67,152280.0,1427.58,7220.0,409.0,0012 - Senior government managers and officials,67.69,747.64,141.61,141.61,3.4,2.91,2.65
2016,New Brunswick,New Brunswick,Land only,100.0,103720.0,1037.2,1285.0,369.0,"0013 - Senior managers - financial, communications and other business services",12.85,525.03,128.37,128.38,1.44,1.82,1.99
2017,Alberta,Prairie Region,Land only,99.58,108870.0,1093.29,5980.0,436.0,0011 - Legislators,60.05,576.67,130.42,130.43,1.6,1.44,1.63
2017,Manitoba,Manitoba,House only,102.33,108870.0,1063.91,6825.0,409.0,0012 - Senior government managers and officials,66.7,565.31,130.42,130.43,1.6,1.44,1.63
2019,Quebec,"Sherbrooke, Quebec",Total (house and land),101.83,126555.0,1242.81,22435.0,482.0,0011 - Legislators,220.32,731.56,135.98,135.97,1.94,2.05,2.01
2020,Newfoundland and Labrador,Newfoundland and Labrador,House only,97.08,105815.0,1089.98,985.0,310.0,0012 - Senior government managers and officials,10.15,550.07,136.96,136.95,0.73,1.77,1.88
2020,Quebec,Quebec,Total (house and land),111.58,105815.0,948.33,14745.0,482.0,0011 - Legislators,132.15,540.24,136.96,136.95,0.73,1.77,1.88
2022,British Columbia,"Victoria, British Columbia",Total (house and land),124.42,168235.0,1352.15,12545.0,470.0,0011 - Legislators,100.83,726.49,151.24,151.24,6.8,5.25,4.84
2023,New Brunswick,New Brunswick,Total (house and land),119.0,181960.0,1529.08,8210.0,369.0,"0013 - Senior managers - financial, communications and other business services",68.99,799.04,157.11,157.11,3.89,3.89,4.02
2017,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",House only,100.08,108870.0,1087.83,1370.0,369.0,"0013 - Senior managers - financial, communications and other business services",13.69,550.76,130.42,130.43,1.6,1.44,1.63
2018,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),101.5,117625.0,1158.87,17045.0,482.0,0011 - Legislators,167.93,663.4,133.38,133.36,2.27,1.94,1.88
2019,Ontario,"Windsor, Ontario",Land only,105.33,126555.0,1201.51,29875.0,475.0,0011 - Legislators,283.63,742.57,135.98,135.97,1.94,2.05,2.01
2020,New Brunswick,New Brunswick,Land only,101.0,105815.0,1047.67,2510.0,369.0,"0013 - Senior managers - financial, communications and other business services",24.85,536.26,136.96,136.95,0.73,1.77,1.88
2020,Manitoba,Manitoba,House only,107.83,105815.0,981.31,7230.0,409.0,0012 - Senior government managers and officials,67.05,524.18,136.96,136.95,0.73,1.77,1.88
2022,,Canada,House only,128.08,168235.0,1313.51,,,,,,151.24,151.24,6.8,5.25,4.84
2015,Nova Scotia,Atlantic Region,Land only,98.92,96265.0,973.16,1970.0,391.0,0012 - Senior government managers and officials,19.92,496.54,126.57,126.56,1.13,1.63,1.77
2015,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",Land only,98.67,96265.0,975.63,930.0,310.0,0012 - Senior government managers and officials,9.43,492.53,126.57,126.56,1.13,1.63,1.77
2016,Quebec,"Montréal, Quebec",House only,99.25,103720.0,1045.04,12770.0,482.0,0011 - Legislators,128.66,586.85,128.37,128.38,1.44,1.82,1.99
2017,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,100.0,108870.0,1088.7,1370.0,369.0,"0013 - Senior managers - financial, communications and other business services",13.7,551.2,130.42,130.43,1.6,1.44,1.63
2020,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,102.83,105815.0,1029.03,14745.0,482.0,0011 - Legislators,143.39,586.21,136.96,136.95,0.73,1.77,1.88
2021,Prince Edward Island,Prince Edward Island,Land only,103.0,152280.0,1478.45,2050.0,250.0,0011 - Legislators,19.9,749.18,141.61,141.61,3.4,2.91,2.65
2022,Quebec,"Sherbrooke, Quebec",House only,112.08,168235.0,1501.03,17755.0,482.0,0011 - Legislators,158.41,829.72,151.24,151.24,6.8,5.25,4.84
2015,British Columbia,"Victoria, British Columbia",Land only,99.0,96265.0,972.37,7465.0,470.0,0011 - Legislators,75.4,523.89,126.57,126.56,1.13,1.63,1.77
2016,Saskatchewan,"Saskatoon, Saskatchewan",Land only,100.0,103720.0,1037.2,6020.0,386.0,0012 - Senior government managers and officials,60.2,548.7,128.37,128.38,1.44,1.82,1.99
2017,Nova Scotia,Atlantic Region,Land only,99.5,108870.0,1094.17,2900.0,391.0,0012 - Senior government managers and officials,29.15,561.66,130.42,130.43,1.6,1.44,1.63
2017,Alberta,Prairie Region,Total (house and land),99.83,108870.0,1090.55,5980.0,436.0,0011 - Legislators,59.9,575.23,130.42,130.43,1.6,1.44,1.63
2018,Ontario,"Toronto, Ontario",House only,100.75,117625.0,1167.49,27435.0,475.0,0011 - Legislators,272.31,719.9,133.38,133.36,2.27,1.94,1.88
2018,Saskatchewan,"Regina, Saskatchewan",Land only,100.0,117625.0,1176.25,4790.0,386.0,0012 - Senior government managers and officials,47.9,612.08,133.38,133.36,2.27,1.94,1.88
2021,Alberta,Prairie Region,Land only,101.58,152280.0,1499.11,3710.0,436.0,0011 - Legislators,36.52,767.81,141.61,141.61,3.4,2.91,2.65
2016,Nova Scotia,"Halifax, Nova Scotia",House only,98.67,103720.0,1051.18,2955.0,391.0,0012 - Senior government managers and officials,29.95,540.57,128.37,128.38,1.44,1.82,1.99
2016,British Columbia,"Vancouver, British Columbia",House only,98.58,103720.0,1052.14,10115.0,470.0,0011 - Legislators,102.61,577.38,128.37,128.38,1.44,1.82,1.99
2017,,Canada,Land only,102.25,108870.0,1064.74,,,,,,130.42,130.43,1.6,1.44,1.63
2023,Nova Scotia,Atlantic Region,House only,120.17,181960.0,1514.19,6735.0,391.0,0012 - Senior government managers and officials,56.05,785.12,157.11,157.11,3.89,3.89,4.02
2015,Ontario,"Guelph, Ontario",Land only,0.0,96265.0,,23515.0,475.0,0011 - Legislators,,,126.57,126.56,1.13,1.63,1.77
2018,Alberta,Prairie Region,House only,99.08,117625.0,1187.17,5060.0,436.0,0011 - Legislators,51.07,619.12,133.38,133.36,2.27,1.94,1.88
2021,British Columbia,"Kelowna, British Columbia",House only,118.42,152280.0,1285.93,9615.0,470.0,0011 - Legislators,81.19,683.56,141.61,141.61,3.4,2.91,2.65
2022,Nova Scotia,"Halifax, Nova Scotia",House only,125.5,168235.0,1340.52,8140.0,391.0,0012 - Senior government managers and officials,64.86,702.69,151.24,151.24,6.8,5.25,4.84
2023,,Canada,Total (house and land),124.25,181960.0,1464.47,,,,,,157.11,157.11,3.89,3.89,4.02
2015,Nova Scotia,Nova Scotia,Total (house and land),98.5,96265.0,977.31,1970.0,391.0,0012 - Senior government managers and officials,20.0,498.66,126.57,126.56,1.13,1.63,1.77
2015,Ontario,Ontario,Land only,95.25,96265.0,1010.66,23515.0,475.0,0011 - Legislators,246.88,628.77,126.57,126.56,1.13,1.63,1.77
2016,Prince Edward Island,Prince Edward Island,Total (house and land),99.92,103720.0,1038.03,610.0,250.0,0011 - Legislators,6.1,522.06,128.37,128.38,1.44,1.82,1.99
2016,Manitoba,"Winnipeg, Manitoba",House only,98.17,103720.0,1056.53,6310.0,409.0,0012 - Senior government managers and officials,64.28,560.41,128.37,128.38,1.44,1.82,1.99
2018,British Columbia,"Victoria, British Columbia",Land only,100.33,117625.0,1172.38,12395.0,470.0,0011 - Legislators,123.54,647.96,133.38,133.36,2.27,1.94,1.88
2019,British Columbia,British Columbia,Total (house and land),106.08,126555.0,1193.01,15480.0,470.0,0011 - Legislators,145.93,669.47,135.98,135.97,1.94,2.05,2.01
2021,Nova Scotia,"Halifax, Nova Scotia",Land only,103.0,152280.0,1478.45,7055.0,391.0,0012 - Senior government managers and officials,68.5,773.48,141.61,141.61,3.4,2.91,2.65
2021,Alberta,"Calgary, Alberta",Land only,102.0,152280.0,1492.94,3710.0,436.0,0011 - Legislators,36.37,764.66,141.61,141.61,3.4,2.91,2.65
2022,Ontario,Ontario,Land only,120.0,168235.0,1401.96,29435.0,475.0,0011 - Legislators,245.29,823.63,151.24,151.24,6.8,5.25,4.84
2022,Manitoba,Manitoba,House only,155.42,168235.0,1082.45,4250.0,409.0,0012 - Senior government managers and officials,27.35,554.9,151.24,151.24,6.8,5.25,4.84
2015,Ontario,"Oshawa, Ontario",House only,0.0,96265.0,,23515.0,475.0,0011 - Legislators,,,126.57,126.56,1.13,1.63,1.77
2015,Saskatchewan,Saskatchewan,Land only,98.42,96265.0,978.1,4945.0,386.0,0012 - Senior government managers and officials,50.24,514.17,126.57,126.56,1.13,1.63,1.77
2017,Nova Scotia,"Halifax, Nova Scotia",House only,100.42,108870.0,1084.15,2900.0,391.0,0012 - Senior government managers and officials,28.88,556.52,130.42,130.43,1.6,1.44,1.63
2020,Ontario,"London, Ontario",Land only,103.33,105815.0,1024.05,17775.0,475.0,0011 - Legislators,172.02,598.04,136.96,136.95,0.73,1.77,1.88
2015,Prince Edward Island,Prince Edward Island,Total (house and land),99.42,96265.0,968.27,240.0,250.0,0011 - Legislators,2.41,485.34,126.57,126.56,1.13,1.63,1.77
2015,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),95.08,96265.0,1012.46,23515.0,475.0,0011 - Legislators,247.32,629.89,126.57,126.56,1.13,1.63,1.77
2018,Ontario,"Guelph, Ontario",Total (house and land),104.67,117625.0,1123.77,27435.0,475.0,0011 - Legislators,262.11,692.94,133.38,133.36,2.27,1.94,1.88
2019,British Columbia,"Victoria, British Columbia",Total (house and land),101.25,126555.0,1249.93,15480.0,470.0,0011 - Legislators,152.89,701.41,135.98,135.97,1.94,2.05,2.01
2020,Quebec,"Sherbrooke, Quebec",House only,103.0,105815.0,1027.33,14745.0,482.0,0011 - Legislators,143.16,585.25,136.96,136.95,0.73,1.77,1.88
2021,Quebec,Quebec,House only,132.83,152280.0,1146.43,17550.0,482.0,0011 - Legislators,132.12,639.28,141.61,141.61,3.4,2.91,2.65
2021,British Columbia,"Victoria, British Columbia",House only,118.58,152280.0,1284.2,9615.0,470.0,0011 - Legislators,81.08,682.64,141.61,141.61,3.4,2.91,2.65
2022,Ontario,"St. Catharines-Niagara, Ontario",Total (house and land),129.33,168235.0,1300.82,29435.0,475.0,0011 - Legislators,227.6,764.21,151.24,151.24,6.8,5.25,4.84
2023,Quebec,"Sherbrooke, Quebec",Total (house and land),111.5,181960.0,1631.93,13935.0,482.0,0011 - Legislators,124.98,878.46,157.11,157.11,3.89,3.89,4.02
2023,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.08,181960.0,1581.16,13935.0,482.0,0011 - Legislators,121.09,851.13,157.11,157.11,3.89,3.89,4.02
2015,Quebec,"Trois-Rivières, Quebec",House only,0.0,96265.0,,13220.0,482.0,0011 - Legislators,,,126.57,126.56,1.13,1.63,1.77
2015,Ontario,Ontario,Total (house and land),92.17,96265.0,1044.43,23515.0,475.0,0011 - Legislators,255.13,649.78,126.57,126.56,1.13,1.63,1.77
2019,Alberta,Alberta,Total (house and land),97.75,126555.0,1294.68,5500.0,436.0,0011 - Legislators,56.27,675.48,135.98,135.97,1.94,2.05,2.01
2021,Alberta,"Edmonton, Alberta",Total (house and land),101.75,152280.0,1496.61,3710.0,436.0,0011 - Legislators,36.46,766.54,141.61,141.61,3.4,2.91,2.65
2023,Ontario,"London, Ontario",Land only,118.08,181960.0,1540.99,29680.0,475.0,0011 - Legislators,251.36,896.18,157.11,157.11,3.89,3.89,4.02
2017,Prince Edward Island,"Charlottetown, Prince Edward Island",Land only,100.0,108870.0,1088.7,730.0,250.0,0011 - Legislators,7.3,548.0,130.42,130.43,1.6,1.44,1.63
2023,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,181.92,181960.0,1000.22,29680.0,475.0,0011 - Legislators,163.15,581.69,157.11,157.11,3.89,3.89,4.02
2018,Ontario,"London, Ontario",House only,111.58,117625.0,1054.18,27435.0,475.0,0011 - Legislators,245.88,650.03,133.38,133.36,2.27,1.94,1.88
2017,Saskatchewan,"Regina, Saskatchewan",Land only,99.92,108870.0,1089.57,4950.0,386.0,0012 - Senior government managers and officials,49.54,569.56,130.42,130.43,1.6,1.44,1.63
2016,Ontario,Ontario,Land only,97.42,103720.0,1064.67,25565.0,475.0,0011 - Legislators,262.42,663.55,128.37,128.38,1.44,1.82,1.99
2016,Saskatchewan,"Saskatoon, Saskatchewan",House only,99.67,103720.0,1040.63,6020.0,386.0,0012 - Senior government managers and officials,60.4,550.52,128.37,128.38,1.44,1.82,1.99
2018,British Columbia,British Columbia,House only,108.25,117625.0,1086.61,12395.0,470.0,0011 - Legislators,114.5,600.56,133.38,133.36,2.27,1.94,1.88
2023,Ontario,"London, Ontario",Total (house and land),145.17,181960.0,1253.43,29680.0,475.0,0011 - Legislators,204.45,728.94,157.11,157.11,3.89,3.89,4.02
2015,Ontario,"Greater Sudbury, Ontario",House only,98.17,96265.0,980.59,23515.0,475.0,0011 - Legislators,239.53,610.06,126.57,126.56,1.13,1.63,1.77
2019,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",Total (house and land),97.17,126555.0,1302.41,1245.0,310.0,0012 - Senior government managers and officials,12.81,657.61,135.98,135.97,1.94,2.05,2.01
2020,Nova Scotia,"Halifax, Nova Scotia",House only,106.92,105815.0,989.67,4250.0,391.0,0012 - Senior government managers and officials,39.75,514.71,136.96,136.95,0.73,1.77,1.88
2021,Newfoundland and Labrador,Newfoundland and Labrador,House only,102.67,152280.0,1483.2,1535.0,310.0,0012 - Senior government managers and officials,14.95,749.08,141.61,141.61,3.4,2.91,2.65
2023,Prince Edward Island,"Charlottetown, Prince Edward Island",Land only,104.0,181960.0,1749.62,3435.0,250.0,0011 - Legislators,33.03,891.32,157.11,157.11,3.89,3.89,4.02
2023,British Columbia,"Victoria, British Columbia",House only,126.67,181960.0,1436.49,13760.0,470.0,0011 - Legislators,108.63,772.56,157.11,157.11,3.89,3.89,4.02
2015,Ontario,"Toronto, Ontario",Total (house and land),90.33,96265.0,1065.7,23515.0,475.0,0011 - Legislators,260.32,663.01,126.57,126.56,1.13,1.63,1.77
2016,British Columbia,"Victoria, British Columbia",Land only,99.25,103720.0,1045.04,10115.0,470.0,0011 - Legislators,101.91,573.48,128.37,128.38,1.44,1.82,1.99
2017,Newfoundland and Labrador,Newfoundland and Labrador,House only,98.58,108870.0,1104.38,1005.0,310.0,0012 - Senior government managers and officials,10.19,557.29,130.42,130.43,1.6,1.44,1.63
2018,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",House only,100.75,117625.0,1167.49,1715.0,369.0,"0013 - Senior managers - financial, communications and other business services",17.02,592.26,133.38,133.36,2.27,1.94,1.88
2016,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,8.33,103720.0,12451.38,12770.0,482.0,0011 - Legislators,1533.01,6992.2,128.37,128.38,1.44,1.82,1.99
2017,Ontario,"Hamilton, Ontario",Land only,99.92,108870.0,1089.57,26770.0,475.0,0011 - Legislators,267.91,678.74,130.42,130.43,1.6,1.44,1.63
2017,Ontario,"St. Catharines-Niagara, Ontario",House only,103.58,108870.0,1051.07,26770.0,475.0,0011 - Legislators,258.45,654.76,130.42,130.43,1.6,1.44,1.63
2023,Quebec,"Montréal, Quebec",House only,160.58,181960.0,1133.14,13935.0,482.0,0011 - Legislators,86.78,609.96,157.11,157.11,3.89,3.89,4.02
